filepath,emotion_code,emotion,actor,gender
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_23_03-01-06-02-01-02-23_speech.png,06,fearful,23,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_23_03-01-08-02-01-01-23_speech.png,08,surprised,23,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_23_03-01-08-02-02-01-23_speech.png,08,surprised,23,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_23_03-01-06-02-02-02-23_speech.png,06,fearful,23,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_23_03-01-07-01-01-02-23_speech.png,07,disgust,23,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_23_03-01-07-01-02-01-23_speech.png,07,disgust,23,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_23_03-01-08-02-02-02-23_speech.png,08,surprised,23,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_23_03-01-06-02-02-01-23_speech.png,06,fearful,23,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_23_03-01-07-02-01-02-23_speech.png,07,disgust,23,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_23_03-01-08-01-01-01-23_speech.png,08,surprised,23,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_23_03-01-06-01-02-02-23_speech.png,06,fearful,23,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_23_03-01-07-02-01-01-23_speech.png,07,disgust,23,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_23_03-01-07-02-02-02-23_speech.png,07,disgust,23,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-05-02-02-02-22_speech.png,05,angry,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-06-02-01-01-22_speech.png,06,fearful,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-02-02-02-02-22_speech.png,02,calm,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-03-01-02-01-22_speech.png,03,happy,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-07-01-02-01-22_speech.png,07,disgust,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-03-02-02-01-22_speech.png,03,happy,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-06-01-01-02-22_speech.png,06,fearful,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-02-01-01-01-22_speech.png,02,calm,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-05-01-01-02-22_speech.png,05,angry,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-08-01-02-01-22_speech.png,08,surprised,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-01-01-01-02-22_speech.png,01,neutral,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-02-01-02-02-22_speech.png,02,calm,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-04-02-02-02-22_speech.png,04,sad,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-08-01-02-02-22_speech.png,08,surprised,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-06-02-01-02-22_speech.png,06,fearful,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-06-02-02-02-22_speech.png,06,fearful,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-03-01-01-02-22_speech.png,03,happy,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-06-02-02-01-22_speech.png,06,fearful,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-04-01-01-02-22_speech.png,04,sad,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-07-02-01-02-22_speech.png,07,disgust,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-03-02-01-02-22_speech.png,03,happy,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-07-01-01-01-22_speech.png,07,disgust,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-08-02-01-01-22_speech.png,08,surprised,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-04-01-01-01-22_speech.png,04,sad,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-05-01-01-01-22_speech.png,05,angry,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-02-02-01-02-22_speech.png,02,calm,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-06-01-02-02-22_speech.png,06,fearful,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-03-01-01-01-22_speech.png,03,happy,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-02-01-01-02-22_speech.png,02,calm,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-03-01-02-02-22_speech.png,03,happy,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-04-02-02-01-22_speech.png,04,sad,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-01-01-02-02-22_speech.png,01,neutral,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-03-02-01-01-22_speech.png,03,happy,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-07-01-02-02-22_speech.png,07,disgust,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-03-02-02-02-22_speech.png,03,happy,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-07-02-02-01-22_speech.png,07,disgust,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-05-01-02-02-22_speech.png,05,angry,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-07-02-01-01-22_speech.png,07,disgust,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-04-01-02-02-22_speech.png,04,sad,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-01-01-01-01-22_speech.png,01,neutral,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-02-02-02-01-22_speech.png,02,calm,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-04-02-01-01-22_speech.png,04,sad,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-08-01-01-02-22_speech.png,08,surprised,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-08-02-02-01-22_speech.png,08,surprised,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-02-01-02-01-22_speech.png,02,calm,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-08-01-01-01-22_speech.png,08,surprised,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-05-02-02-01-22_speech.png,05,angry,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-07-01-01-02-22_speech.png,07,disgust,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-05-02-01-01-22_speech.png,05,angry,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-05-02-01-02-22_speech.png,05,angry,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-04-02-01-02-22_speech.png,04,sad,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-07-02-02-02-22_speech.png,07,disgust,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-02-02-01-01-22_speech.png,02,calm,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-05-01-02-01-22_speech.png,05,angry,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-04-01-02-01-22_speech.png,04,sad,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-08-02-02-02-22_speech.png,08,surprised,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-08-02-01-02-22_speech.png,08,surprised,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-01-01-02-01-22_speech.png,01,neutral,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-06-01-01-01-22_speech.png,06,fearful,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_22_03-01-06-01-02-01-22_speech.png,06,fearful,22,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-03-01-01-02-19_speech.png,03,happy,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-03-02-02-02-19_speech.png,03,happy,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-02-01-02-01-19_speech.png,02,calm,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-06-01-01-01-19_speech.png,06,fearful,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-02-01-01-01-19_speech.png,02,calm,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-02-01-02-02-19_speech.png,02,calm,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-02-02-01-01-19_speech.png,02,calm,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-05-01-01-01-19_speech.png,05,angry,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-04-01-02-01-19_speech.png,04,sad,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-03-01-01-01-19_speech.png,03,happy,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-04-02-01-02-19_speech.png,04,sad,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-05-01-02-01-19_speech.png,05,angry,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-07-01-01-01-19_speech.png,07,disgust,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-05-02-02-02-19_speech.png,05,angry,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-04-02-01-01-19_speech.png,04,sad,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-06-02-02-01-19_speech.png,06,fearful,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-02-02-01-02-19_speech.png,02,calm,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-04-01-01-02-19_speech.png,04,sad,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-05-01-02-02-19_speech.png,05,angry,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-06-02-01-02-19_speech.png,06,fearful,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-04-01-01-01-19_speech.png,04,sad,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-03-02-01-02-19_speech.png,03,happy,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-02-01-01-02-19_speech.png,02,calm,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-04-01-02-02-19_speech.png,04,sad,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-01-01-02-01-19_speech.png,01,neutral,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-04-02-02-01-19_speech.png,04,sad,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-06-02-01-01-19_speech.png,06,fearful,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-03-01-02-02-19_speech.png,03,happy,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-06-02-02-02-19_speech.png,06,fearful,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-05-01-01-02-19_speech.png,05,angry,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-03-02-01-01-19_speech.png,03,happy,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-01-01-01-01-19_speech.png,01,neutral,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-01-01-01-02-19_speech.png,01,neutral,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-06-01-02-01-19_speech.png,06,fearful,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-03-01-02-01-19_speech.png,03,happy,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-06-01-02-02-19_speech.png,06,fearful,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-02-02-02-01-19_speech.png,02,calm,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-05-02-01-02-19_speech.png,05,angry,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-02-02-02-02-19_speech.png,02,calm,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-01-01-02-02-19_speech.png,01,neutral,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-04-02-02-02-19_speech.png,04,sad,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-05-02-02-01-19_speech.png,05,angry,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-03-02-02-01-19_speech.png,03,happy,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-05-02-01-01-19_speech.png,05,angry,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-06-01-01-02-19_speech.png,06,fearful,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-07-01-01-02-19_speech.png,07,disgust,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-07-02-01-02-19_speech.png,07,disgust,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-08-02-01-01-19_speech.png,08,surprised,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-08-01-01-01-19_speech.png,08,surprised,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-08-02-02-02-19_speech.png,08,surprised,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-07-01-02-02-19_speech.png,07,disgust,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-07-01-02-01-19_speech.png,07,disgust,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-08-01-02-02-19_speech.png,08,surprised,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-08-01-02-01-19_speech.png,08,surprised,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-08-02-02-01-19_speech.png,08,surprised,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-07-02-02-02-19_speech.png,07,disgust,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-07-02-02-01-19_speech.png,07,disgust,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-08-01-01-02-19_speech.png,08,surprised,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-08-02-01-02-19_speech.png,08,surprised,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_19_03-01-07-02-01-01-19_speech.png,07,disgust,19,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-03-02-01-02-06_speech.png,03,happy,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-01-01-02-01-06_speech.png,01,neutral,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-07-01-01-01-06_speech.png,07,disgust,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-02-01-01-02-06_speech.png,02,calm,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-03-02-02-02-06_speech.png,03,happy,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-04-02-02-02-06_speech.png,04,sad,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-04-01-01-01-06_speech.png,04,sad,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-05-02-02-02-06_speech.png,05,angry,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-06-02-02-02-06_speech.png,06,fearful,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-07-01-02-02-06_speech.png,07,disgust,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-06-01-01-02-06_speech.png,06,fearful,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-07-01-02-01-06_speech.png,07,disgust,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-03-01-01-01-06_speech.png,03,happy,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-05-01-01-02-06_speech.png,05,angry,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-08-01-01-02-06_speech.png,08,surprised,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-04-02-01-01-06_speech.png,04,sad,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-05-01-02-02-06_speech.png,05,angry,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-06-02-01-02-06_speech.png,06,fearful,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-04-02-02-01-06_speech.png,04,sad,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-01-01-02-02-06_speech.png,01,neutral,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-06-01-02-02-06_speech.png,06,fearful,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-03-01-01-02-06_speech.png,03,happy,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-02-01-02-02-06_speech.png,02,calm,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-03-02-01-01-06_speech.png,03,happy,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-01-01-01-02-06_speech.png,01,neutral,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-02-01-01-01-06_speech.png,02,calm,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-08-01-01-01-06_speech.png,08,surprised,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-02-02-01-01-06_speech.png,02,calm,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-08-02-02-01-06_speech.png,08,surprised,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-04-01-02-01-06_speech.png,04,sad,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-08-02-01-02-06_speech.png,08,surprised,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-08-02-02-02-06_speech.png,08,surprised,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-06-02-02-01-06_speech.png,06,fearful,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-04-01-02-02-06_speech.png,04,sad,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-05-02-01-02-06_speech.png,05,angry,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-05-02-01-01-06_speech.png,05,angry,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-05-02-02-01-06_speech.png,05,angry,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-08-02-01-01-06_speech.png,08,surprised,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-02-01-02-01-06_speech.png,02,calm,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-05-01-01-01-06_speech.png,05,angry,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-02-02-01-02-06_speech.png,02,calm,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-07-02-01-01-06_speech.png,07,disgust,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-03-02-02-01-06_speech.png,03,happy,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-03-01-02-02-06_speech.png,03,happy,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-06-01-01-01-06_speech.png,06,fearful,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-06-02-01-01-06_speech.png,06,fearful,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-02-02-02-01-06_speech.png,02,calm,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-07-02-02-01-06_speech.png,07,disgust,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-07-02-02-02-06_speech.png,07,disgust,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-03-01-02-01-06_speech.png,03,happy,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-02-02-02-02-06_speech.png,02,calm,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-07-01-01-02-06_speech.png,07,disgust,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-04-02-01-02-06_speech.png,04,sad,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-07-02-01-02-06_speech.png,07,disgust,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-08-01-02-02-06_speech.png,08,surprised,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-05-01-02-01-06_speech.png,05,angry,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-04-01-01-02-06_speech.png,04,sad,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-08-01-02-01-06_speech.png,08,surprised,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-01-01-01-01-06_speech.png,01,neutral,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_06_03-01-06-01-02-01-06_speech.png,06,fearful,06,female
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_05_03-01-02-01-02-01-05_speech.png,02,calm,05,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_05_03-01-06-02-02-02-05_speech.png,06,fearful,05,male
/content/drive/MyDrive/audio_dataset/spectrograms_final1/Actor_05_03-01-03-02-02-01-05_speech.png,03,happy,05,male
